tconst,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,director,writer,cast
tt2560078,Boston Strangler,2023,112,"Crime,Drama,History",6.5,22364.0,Matt Ruskin,Matt Ruskin,Keira Knightley
tt2561572,Get Hard,2015,100,"Comedy,Crime",6.0,141220.0,Etan Cohen,Jay Martel,Will Ferrell
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),2014,119,"Comedy,Drama",7.7,644475.0,Alejandro G. Iñárritu,Alejandro G. Iñárritu,Michael Keaton
tt2567026,Alice Through the Looking Glass,2016,113,"Adventure,Family,Fantasy",6.2,114422.0,James Bobin,Linda Woolverton,Mia Wasikowska
tt2567712,Starred Up,2013,106,"Crime,Drama",7.3,47461.0,David Mackenzie,Jonathan Asser,Jack O'Connell
tt2568862,Going in Style,2017,96,"Comedy,Crime",6.6,88133.0,Zach Braff,Theodore Melfi,Michael Caine
tt2570858,The Duke of Burgundy,2014,104,"Drama,Romance",6.5,13742.0,Peter Strickland,Peter Strickland,Sidse Babett Knudsen
tt2576852,Kaguya-hime no monogatari,2013,137,"Animation,Drama,Family",8.0,49502.0,Isao Takahata,Isao Takahata,Chloë Grace Moretz
tt2580382,The Survivalist,2015,104,"Drama,Sci-Fi,Thriller",6.4,17973.0,Stephen Fingleton,Stephen Fingleton,Martin McCann
tt2581244,Life After Beth,2014,89,"Comedy,Fantasy,Horror",5.6,22642.0,Jeff Baena,Jeff Baena,Aubrey Plaza
tt2582496,Me and Earl and the Dying Girl,2015,105,"Comedy,Drama,Romance",7.7,134495.0,Alfonso Gomez-Rejon,Jesse Andrews,Thomas Mann
tt2582498,Sweet Virginia,2017,93,"Action,Drama,Thriller",6.2,11155.0,Jamie M. Dagg,Paul China,Jon Bernthal
tt2582502,Fathers & Daughters,2015,116,Drama,7.0,27655.0,Gabriele Muccino,Brad Desch,Russell Crowe
tt2582576,Sand Castle,2017,113,"Action,Drama,War",6.3,25133.0,Fernando Coimbra,Chris Roessner,Nicholas Hoult
tt2582782,Hell or High Water,2016,102,"Crime,Drama,Thriller",7.6,238418.0,David Mackenzie,Taylor Sheridan,Chris Pine
tt2582802,Whiplash,2014,106,"Drama,Music",8.5,900716.0,Damien Chazelle,Damien Chazelle,Miles Teller
tt2582846,The Fault in Our Stars,2014,126,"Drama,Romance",7.7,386439.0,Josh Boone,Scott Neustadter,Shailene Woodley
tt2584384,Jojo Rabbit,2019,108,"Comedy,Drama,War",7.9,408658.0,Taika Waititi,Christine Leunens,Roman Griffin Davis
tt2592614,Resident Evil: The Final Chapter,2016,107,"Action,Horror,Sci-Fi",5.5,97205.0,Paul W.S. Anderson,Paul W.S. Anderson,Milla Jovovich
tt2599716,Jing cha gu shi 2013,2013,110,"Action,Crime,Drama",5.9,10251.0,Sheng Ding,Sheng Ding,Jackie Chan
tt2614684,71,2014,99,"Action,Crime,Drama",7.2,58048.0,Yann Demange,Gregory Burke,Jack O'Connell
tt2617676,Thalaivaa,2013,179,"Action,Crime,Drama",6.2,11129.0,A.L. Vijay,A.L. Vijay,Joseph Vijay
tt2617828,Freier Fall,2013,97,"Drama,Romance",7.5,21493.0,Stephan Lacant,Stephan Lacant,Hanno Koffler
tt2620590,Leatherface,2017,90,"Crime,Horror,Thriller",5.0,25523.0,Alexandre Bustillo,Kim Henkel,Stephen Dorff
tt2625030,Sinsegye,2013,135,"Action,Crime,Drama",7.5,24943.0,Park Hoon-jung,Park Hoon-jung,Lee Jung-jae
tt2625810,Into the Forest,2015,101,"Drama,Thriller",5.8,21546.0,Patricia Rozema,Patricia Rozema,Elliot Page
tt2626350,Step Up All In,2014,112,"Drama,Music,Romance",5.9,35254.0,Trish Sie,Duane Adler,Ryan Guzman
tt2631186,Bãhubali: The Beginning,2015,159,"Action,Drama",8.0,129646.0,S.S. Rajamouli,Vijayendra Prasad,Prabhas
tt2637276,Ted 2,2015,115,Comedy,6.3,218427.0,Seth MacFarlane,Seth MacFarlane,Mark Wahlberg
tt2637294,Hot Tub Time Machine 2,2015,93,"Comedy,Mystery,Sci-Fi",5.0,40128.0,Steve Pink,Josh Heald,Rob Corddry
tt2638144,Ben-Hur,2016,123,"Action,Drama,Romance",5.7,45344.0,Timur Bekmambetov,Lew Wallace,Jack Huston
tt2639254,A Little Chaos,2014,117,"Drama,Romance",6.5,24370.0,Alan Rickman,Jeremy Brock,Kate Winslet
tt2639336,Greta,2018,98,"Drama,Mystery,Thriller",6.0,35701.0,Neil Jordan,Ray Wright,Isabelle Huppert
tt2639344,Love Is Strange,2014,94,"Drama,Romance",6.7,12929.0,Ira Sachs,Ira Sachs,John Lithgow
tt2649554,Midnight Special,2016,112,"Drama,Mystery,Sci-Fi",6.6,82273.0,Jeff Nichols,Jeff Nichols,Michael Shannon
tt2650978,Das finstere Tal,2014,115,"Action,Drama,Western",7.1,13875.0,Andreas Prochaska,Martin Ambrosch,Sam Riley
tt2652092,The Good Lie,2014,110,"Biography,Drama",7.4,29233.0,Philippe Falardeau,Margaret Nagle,Reese Witherspoon
tt2652118,Wo hu cang long: Qing ming bao jian,2016,96,"Action,Adventure,Drama",6.1,20253.0,Woo-Ping Yuen,John Fusco,Donnie Yen
tt2660888,Star Trek Beyond,2016,122,"Action,Adventure,Sci-Fi",7.0,251364.0,Justin Lin,Simon Pegg,Chris Pine
tt2667380,Kill Command,2016,99,"Action,Horror,Sci-Fi",5.7,14563.0,Steven Gomez,Steven Gomez,Thure Lindhardt
tt2668134,Kyaputen Hârokku,2013,115,"Adventure,Animation,Sci-Fi",6.4,12605.0,Shinji Aramaki,Leiji Matsumoto,Yû Aoi
tt2669336,Time Lapse,2014,104,"Horror,Mystery,Sci-Fi",6.5,47233.0,Bradley King,Bradley King,Danielle Panabaker
tt2671706,Fences,2016,139,Drama,7.2,111971.0,Denzel Washington,August Wilson,Denzel Washington
tt2674426,Me Before You,2016,106,"Drama,Romance",7.4,265658.0,Thea Sharrock,Jojo Moyes,Emilia Clarke
tt2674454,Churchill,2017,105,"Biography,Drama,History",6.0,15370.0,Jonathan Teplitzky,Alex von Tunzelmann,Brian Cox
tt2675914,Kraftidioten,2014,116,"Action,Comedy,Crime",7.1,28060.0,Hans Petter Moland,Kim Fupz Aakeson,Stellan Skarsgård
tt2677722,City of Lies,2018,112,"Biography,Crime,Drama",6.5,16782.0,Brad Furman,Randall Sullivan,Johnny Depp
tt2678948,Jilla,2014,185,"Action,Crime,Drama",6.2,13286.0,R.T. Neason,Mayank Jain,Mohanlal
tt2679042,Hitman: Agent 47,2015,96,"Action,Crime,Thriller",5.7,93158.0,Aleksander Bach,Skip Woods,Rupert Friend
tt2690138,The D Train,2015,101,"Comedy,Drama",5.1,11244.0,Jarrad Paul,Jarrad Paul,Jack Black
tt2692250,Night at the Museum: Secret of the Tomb,2014,98,"Adventure,Comedy,Family",6.2,128317.0,Shawn Levy,David Guion,Ben Stiller
tt2692904,Locke,2013,85,Drama,7.1,154081.0,Steven Knight,Steven Knight,Tom Hardy
tt27012110,Gaslight,2023,111,"Crime,Mystery,Thriller",7.4,23543.0,Pavan Kirpalani,Neha Sharma,Sara Ali Khan
tt2702724,The Boss,2016,99,Comedy,5.4,47620.0,Ben Falcone,Melissa McCarthy,Melissa McCarthy
tt2704998,Game Night,2018,100,"Action,Adventure,Comedy",6.9,243583.0,John Francis Daley,Mark Perez,Jason Bateman
tt2707858,Yves Saint Laurent,2014,106,"Biography,Drama",6.2,12654.0,Jalil Lespert,Marie-Pierre Huster,Pierre Niney
tt2709692,The Grinch,2018,85,"Animation,Comedy,Family",6.4,77832.0,Yarrow Cheney,Michael LeSieur,Benedict Cumberbatch
tt2709768,The Secret Life of Pets,2016,87,"Adventure,Animation,Comedy",6.5,208089.0,Chris Renaud,Cinco Paul,Louis C.K.
tt2713180,Fury,2014,134,"Action,Drama,War",7.5,510593.0,David Ayer,David Ayer,Brad Pitt
tt2716382,Sea Fever,2019,95,"Drama,Horror,Mystery",5.7,12613.0,Neasa Hardiman,Neasa Hardiman,Hermione Corfield
tt2717822,Blackhat,2015,133,"Action,Crime,Thriller",5.4,61916.0,Michael Mann,Morgan Davis Foehl,Chris Hemsworth
tt2717860,The Riot Club,2014,107,"Drama,Thriller",6.0,23493.0,Lone Scherfig,Laura Wade,Sam Claflin
tt2718492,Ida,2013,82,Drama,7.4,59056.0,Pawel Pawlikowski,Pawel Pawlikowski,Agata Kulesza
tt2719848,Everest,2015,121,"Action,Adventure,Biography",7.1,223539.0,Baltasar Kormákur,William Nicholson,Jason Clarke
tt2720680,The Salvation,2014,92,"Action,Drama,Thriller",6.7,40910.0,Kristian Levring,Anders Thomas Jensen,Mads Mikkelsen
tt2725962,What We Did on Our Holiday,2014,95,"Comedy,Drama",6.9,22895.0,Guy Jenkin,Andy Hamilton,Rosamund Pike
tt2726560,The Longest Ride,2015,123,"Comedy,Drama,Romance",7.0,85496.0,George Tillman Jr.,Nicholas Sparks,Scott Eastwood
tt2737050,"Deux jours, une nuit",2014,95,Drama,7.3,49429.0,Jean-Pierre Dardenne,Jean-Pierre Dardenne,Marion Cotillard
tt2737304,Bird Box,2018,124,"Horror,Mystery,Sci-Fi",6.6,357517.0,Susanne Bier,Eric Heisserer,Sandra Bullock
tt2752200,Jeune et jolie,2013,95,"Drama,Romance",6.7,36569.0,François Ozon,François Ozon,Marine Vacth
tt2752772,Sinister 2,2015,97,"Horror,Mystery,Thriller",5.3,57443.0,Ciarán Foy,Scott Derrickson,James Ransone
tt2756032,The One I Love,2014,91,"Comedy,Drama,Fantasy",7.0,41378.0,Charlie McDowell,Justin Lader,Mark Duplass
tt2758880,Kis Uykusu,2014,196,Drama,8.1,53003.0,Nuri Bilge Ceylan,Ebru Ceylan,Haluk Bilginer
tt2762506,Bacurau,2019,131,"Action,Adventure,Drama",7.3,28903.0,Juliano Dornelles,Kleber Mendonça Filho,Bárbara Colen
tt2763304,T2 Trainspotting,2017,117,"Comedy,Drama",7.2,128129.0,Danny Boyle,John Hodge,Ewan McGregor
tt2764784,Phoenix,2014,98,"Drama,History,Music",7.3,19602.0,Christian Petzold,Christian Petzold,Nina Hoss
tt2771200,Beauty and the Beast,2017,129,"Adventure,Family,Fantasy",7.1,318239.0,Bill Condon,Stephen Chbosky,Emma Watson
tt2771372,Veronica Mars,2014,107,"Crime,Drama,Mystery",6.7,53623.0,Rob Thomas,Rob Thomas,Kristen Bell
tt2776878,Thank You for Your Service,2017,109,"Biography,Drama,War",6.6,14430.0,Jason Hall,David Finkel,Miles Teller
tt2784678,Top Five,2014,102,"Comedy,Romance",6.4,27108.0,Chris Rock,Chris Rock,Chris Rock
tt2784936,Backtrack,2015,90,"Drama,Fantasy,Horror",5.9,12940.0,Michael Petroni,Michael Petroni,Adrien Brody
tt2785032,The Little Death,2014,96,"Comedy,Drama,Romance",7.0,27123.0,Josh Lawson,Josh Lawson,Bojana Novakovic
tt2788710,The Interview,2014,112,"Action,Adventure,Comedy",6.5,340797.0,Evan Goldberg,Dan Sterling,James Franco
tt2788732,Pete's Dragon,2016,102,"Action,Adventure,Comedy",6.7,60007.0,David Lowery,David Lowery,Bryce Dallas Howard
tt2793490,Starry Eyes,2014,98,"Horror,Mystery",6.0,21395.0,Kevin Kölsch,Kevin Kölsch,Alex Essoe
tt2798920,Annihilation,2018,115,"Adventure,Drama,Horror",6.8,338290.0,Alex Garland,Alex Garland,Natalie Portman
tt2800240,Qu'est-ce qu'on a fait au bon Dieu?,2014,97,Comedy,7.0,43814.0,Philippe de Chauveron,Philippe de Chauveron,Christian Clavier
tt2802136,Home Sweet Hell,2015,98,"Comedy,Crime,Thriller",5.5,15948.0,Anthony Burns,Carlo Allen,Katherine Heigl
tt2802144,Kingsman: The Secret Service,2014,129,"Action,Adventure,Comedy",7.7,684491.0,Matthew Vaughn,Jane Goldman,Colin Firth
tt2802154,Leviafan,2014,140,"Crime,Drama",7.6,55075.0,Andrey Zvyagintsev,Oleg Negin,Aleksey Serebryakov
tt2820852,Fast & Furious 7,2015,137,"Action,Crime,Thriller",7.1,398188.0,James Wan,Chris Morgan,Vin Diesel
tt2823054,Mike and Dave Need Wedding Dates,2016,98,"Comedy,Romance",6.0,91779.0,Jake Szymanski,Andrew Jay Cohen,Zac Efron
tt2832470,Død snø 2,2014,100,"Action,Comedy,Fantasy",6.8,25732.0,Tommy Wirkola,Tommy Wirkola,Geir Vegar Hoel
tt2837574,The Old Man & the Gun,2018,93,"Biography,Comedy,Crime",6.7,47758.0,David Lowery,David Lowery,Robert Redford
tt2844798,Fehér isten,2014,121,"Adventure,Drama,Thriller",6.9,16710.0,Kornél Mundruczó,Kornél Mundruczó,Zsófia Psotta
tt2848292,Pitch Perfect 2,2015,115,"Comedy,Music",6.4,162649.0,Elizabeth Banks,Kay Cannon,Anna Kendrick
tt2850386,The Croods: A New Age,2020,95,"Adventure,Animation,Comedy",6.9,47783.0,Joel Crawford,Kevin Hageman,Nicolas Cage
tt2852400,Tian zhu ding,2013,130,"Action,Drama",7.1,12208.0,Zhangke Jia,Zhangke Jia,Wu Jiang
tt2852406,Omar,2013,98,"Crime,Drama,Romance",7.5,14820.0,Hany Abu-Assad,Hany Abu-Assad,Adam Bakri
tt2852458,L'inconnu du lac,2013,100,"Drama,Romance,Thriller",6.8,15214.0,Alain Guiraudie,Alain Guiraudie,Gilbert Traïna
tt2854926,Tag,2018,100,"Action,Comedy",6.5,139130.0,Jeff Tomsic,Rob McKittrick,Jeremy Renner
tt2865120,Ratchet & Clank,2016,94,"Action,Adventure,Animation",5.5,11378.0,Kevin Munroe,T.J. Fixman,James Arnold Taylor
tt2866360,Coherence,2013,89,"Drama,Mystery,Sci-Fi",7.2,135421.0,James Ward Byrkit,James Ward Byrkit,Emily Baldoni
tt2869728,Ride Along 2,2016,102,"Action,Comedy,Crime",5.9,60835.0,Tim Story,Phil Hay,Ice Cube
tt2870612,"As Above, So Below",2014,93,"Horror,Mystery,Thriller",6.2,100286.0,John Erick Dowdle,John Erick Dowdle,Perdita Weeks
tt2870708,Wish I Was Here,2014,106,"Comedy,Drama",6.6,38595.0,Zach Braff,Adam J. Braff,Zach Braff
tt2870756,Magic in the Moonlight,2014,97,"Comedy,Drama,Romance",6.5,69202.0,Woody Allen,Woody Allen,Colin Firth
tt2872462,Mistress America,2015,84,"Comedy,Drama",6.7,27753.0,Noah Baumbach,Noah Baumbach,Greta Gerwig
tt2872518,The Shack,2017,132,"Drama,Fantasy",6.2,37525.0,Stuart Hazeldine,John Fusco,Sam Worthington
tt2872718,Nightcrawler,2014,117,"Crime,Drama,Thriller",7.8,567766.0,Dan Gilroy,Dan Gilroy,Jake Gyllenhaal
tt2872732,Lucy,2014,89,"Action,Sci-Fi,Thriller",6.4,510739.0,Luc Besson,Luc Besson,Scarlett Johansson
tt2872750,Shaun the Sheep Movie,2015,85,"Adventure,Animation,Comedy",7.3,41924.0,Mark Burton,Mark Burton,Justin Fletcher
tt2873282,Red Sparrow,2018,140,"Action,Drama,Thriller",6.6,192115.0,Francis Lawrence,Justin Haythe,Jennifer Lawrence
tt2877108,Soodhu Kavvum,2013,135,"Comedy,Crime,Thriller",8.3,10793.0,Nalan Kumarasamy,Srinivas Kavinayam,Vijay Sethupathi
tt2882328,Ugly,2013,128,"Crime,Drama,Mystery",7.9,22508.0,Anurag Kashyap,Akhilesh Jaiswal,Rahul Bhat
tt2883512,Chef,2014,114,"Adventure,Comedy,Drama",7.3,222139.0,Jon Favreau,Jon Favreau,Jon Favreau
tt2884018,Macbeth,2015,113,"Drama,History,War",6.6,58096.0,Justin Kurzel,Todd Louiso,Michael Fassbender
tt2884206,I Origins,2014,106,"Drama,Mystery,Romance",7.3,128763.0,Mike Cahill,Mike Cahill,Michael Pitt
tt2888046,Yip Man 3,2015,105,"Action,Biography,Drama",7.0,57655.0,Wilson Yip,Tai-lee Chan,Donnie Yen
tt2891174,99 Homes,2014,112,"Crime,Drama",7.1,35211.0,Ramin Bahrani,Ramin Bahrani,Andrew Garfield
tt2905772,Sen Aydinlatirsin Geceyi,2013,107,"Drama,Fantasy,Romance",7.7,10223.0,Onur Ünlü,Onur Ünlü,Alican Akman
tt2906216,Dungeons & Dragons: Honor Among Thieves,2023,134,"Action,Adventure,Comedy",7.4,85636.0,John Francis Daley,Jonathan Goldstein,Chris Pine
tt2908446,Insurgent,2015,119,"Action,Adventure,Sci-Fi",6.2,244834.0,Robert Schwentke,Brian Duffield,Shailene Woodley
tt2910274,Obvious Child,2014,84,"Comedy,Drama,Romance",6.7,25916.0,Gillian Robespierre,Gillian Robespierre,Jenny Slate
tt2910814,The Signal,2014,97,"Drama,Mystery,Sci-Fi",6.0,67231.0,William Eubank,Carlyle Eubank,Brenton Thwaites
tt2910904,The Dressmaker,2015,119,"Comedy,Drama,Western",7.0,62928.0,Jocelyn Moorhouse,Rosalie Ham,Kate Winslet
tt2911666,John Wick,2014,101,"Action,Crime,Thriller",7.4,689152.0,Chad Stahelski,Derek Kolstad,Keanu Reeves
tt2911668,Beyond the Reach,2014,91,Thriller,5.6,10678.0,Jean-Baptiste Léonetti,Stephen Susco,Michael Douglas
tt2917388,Kidnapping Mr. Heineken,2015,95,"Action,Crime,Drama",6.1,21270.0,Daniel Alfredson,William Brookfield,Jim Sturgess
tt2918436,The Lazarus Effect,2015,83,"Horror,Mystery,Sci-Fi",5.2,44860.0,David Gelb,Luke Dawson,Olivia Wilde
tt2920808,God's Pocket,2014,88,"Crime,Drama",6.1,11839.0,John Slattery,Peter Dexter,Philip Seymour Hoffman
tt2923316,American Heist,2014,94,"Action,Crime,Drama",5.0,17280.0,Sarik Andreasyan,Raul Inglis,Hayden Christensen
tt2932536,47 Meters Down,2017,89,"Adventure,Drama,Horror",5.6,57818.0,Johannes Roberts,Johannes Roberts,Mandy Moore
tt2933544,5 Flights Up,2014,88,"Comedy,Drama",6.2,10895.0,Richard Loncraine,Charlie Peters,Diane Keaton
tt2935476,Far from the Madding Crowd,2015,119,"Drama,Romance",7.1,51056.0,Thomas Vinterberg,Thomas Hardy,Carey Mulligan
tt2935510,Ad Astra,2019,123,"Adventure,Drama,Mystery",6.5,245635.0,James Gray,James Gray,Brad Pitt
tt2935564,La French,2014,135,"Action,Crime,Thriller",7.1,11652.0,Cédric Jimenez,Audrey Diwan,Jean Dujardin
tt2935622,The School for Good and Evil,2022,147,"Action,Comedy,Drama",5.8,31140.0,Paul Feig,David Magee,Kit Young
tt2937366,Little Evil,2017,94,"Comedy,Fantasy,Horror",5.7,22367.0,Eli Craig,Eli Craig,Evangeline Lilly
tt2937696,Everybody Wants Some!!,2016,117,Comedy,6.9,56709.0,Richard Linklater,Richard Linklater,Blake Jenner
tt2937898,A Most Violent Year,2014,125,"Action,Crime,Drama",7.0,74697.0,J.C. Chandor,J.C. Chandor,Oscar Isaac
tt2938956,The Transporter Refueled,2015,96,"Action,Thriller",5.2,43245.0,Camille Delamarre,Adam Cooper,Ed Skrein
tt2944198,Backcountry,2014,92,"Adventure,Drama,Horror",6.0,22538.0,Adam MacDonald,Adam MacDonald,Jeff Roop
tt2948356,Zootopia,2016,108,"Adventure,Animation,Comedy",8.0,514850.0,Byron Howard,Byron Howard,Ginnifer Goodwin
tt2948372,Soul,2020,100,"Adventure,Animation,Comedy",8.0,344030.0,Pete Docter,Pete Docter,Jamie Foxx
tt2948790,Return to Sender,2015,92,"Drama,Thriller",5.1,14027.0,Fouad Mikati,Patricia Beauchamp,Rosamund Pike
tt2952602,Yi ge ren de wu lin,2014,100,"Action,Crime,Thriller",6.4,11538.0,Teddy Chan,Teddy Chan,Donnie Yen
tt2953050,Encanto,2021,102,"Animation,Comedy,Family",7.2,235514.0,Jared Bush,Charise Castro Smith,Stephanie Beatriz
tt2954474,Visions,2015,82,"Horror,Mystery",5.3,10924.0,Kevin Greutert,Lucas Sussman,Isla Fisher
tt2955316,Ocho apellidos vascos,2014,98,"Comedy,Romance",6.5,17873.0,Emilio Martínez Lázaro,Borja Cobeaga,Clara Lago
tt2960930,Extraterrestrial,2014,101,"Action,Horror,Mystery",5.0,16225.0,Colin Minihan,Colin Minihan,Brittany Allen
tt2965412,Comet,2014,91,"Comedy,Drama,Romance",6.7,19106.0,Sam Esmail,Sam Esmail,Justin Long
tt2967224,Hot Pursuit,2015,87,"Action,Comedy,Crime",5.1,52495.0,Anne Fletcher,David Feeney,Reese Witherspoon
tt2975578,The Purge: Anarchy,2014,103,"Action,Horror,Sci-Fi",6.4,156426.0,James DeMonaco,James DeMonaco,Frank Grillo
tt2975590,Batman v Superman: Dawn of Justice,2016,151,"Action,Adventure,Sci-Fi",6.4,711183.0,Zack Snyder,Chris Terrio,Ben Affleck
tt2980210,A Hologram for the King,2016,98,"Comedy,Drama,Romance",6.1,45920.0,Tom Tykwer,Dave Eggers,Tom Hanks
tt2980472,Just Before I Go,2014,95,"Comedy,Drama",6.4,19109.0,Courteney Cox,David Flebotte,Seann William Scott
tt2980516,The Theory of Everything,2014,123,"Biography,Drama,Romance",7.7,462926.0,James Marsh,Anthony McCarten,Eddie Redmayne
tt2980592,The Guest,2014,100,Thriller,6.7,103049.0,Adam Wingard,Simon Barrett,Dan Stevens
tt2980648,The Hundred-Foot Journey,2014,122,"Comedy,Drama",7.3,85314.0,Lasse Hallström,Steven Knight,Helen Mirren
tt2980706,Planes: Fire & Rescue,2014,83,"Adventure,Animation,Comedy",5.9,18860.0,Bobs Gannaway,Bobs Gannaway,Dane Cook
tt2987732,Fack ju Göhte,2013,119,Comedy,6.9,30318.0,Bora Dagtekin,Bora Dagtekin,Elyas M'Barek
tt2989524,Carrie Pilby,2016,98,"Comedy,Drama",6.7,12865.0,Susan Johnson,Kara Holden,Bel Powley
tt2990140,The Christmas Chronicles,2018,104,"Adventure,Comedy,Family",7.0,77722.0,Clay Kaytis,Matt Lieberman,Kurt Russell
tt2991224,Mandariinid,2013,87,"Drama,War",8.1,47468.0,Zaza Urushadze,Tatjana Mülbeier,Lembit Ulfsak
tt2994190,Camp X-Ray,2014,117,"Drama,War",6.9,42143.0,Peter Sattler,Peter Sattler,Kristen Stewart
tt3001638,Mary Kom,2014,122,"Action,Biography,Drama",6.8,11099.0,Omung Kumar,Saiwyn Quadras,Priyanka Chopra Jonas
tt3007512,The Water Diviner,2014,111,"Drama,History,War",7.0,76644.0,Russell Crowe,Andrew Knight,Russell Crowe
tt3011894,Relatos salvajes,2014,122,"Comedy,Drama,Thriller",8.1,204634.0,Damián Szifron,Germán Servidio,Darío Grandinetti
tt3011960,Hangman,2017,98,"Crime,Drama,Mystery",5.2,17961.0,Johnny Martin,Michael Caissie,Al Pacino
tt3013602,Babysitting,2014,85,Comedy,6.7,11260.0,Philippe Lacheau,Julien Arruti,Philippe Lacheau
tt3014284,The Lego Ninjago Movie,2017,101,"Action,Adventure,Animation",6.0,27825.0,Charlie Bean,Bob Logan,Jackie Chan
tt3014666,Moms' Night Out,2014,98,Comedy,5.3,14210.0,Andrew Erwin,Jon Erwin,Sarah Drew
tt3014866,Criminal,2016,113,"Action,Sci-Fi,Thriller",6.3,68065.0,Ariel Vromen,Douglas Cook,Kevin Costner
tt3029556,Rurôni Kenshin: Densetsu no saigo-hen,2014,134,"Action,Adventure,Drama",7.5,13751.0,Keishi Otomo,Nobuhiro Watsuki,Takeru Satoh
tt3029558,Rurôni Kenshin: Kyôto taika-hen,2014,138,"Action,Adventure,Drama",7.5,17431.0,Keishi Otomo,Nobuhiro Watsuki,Takeru Satoh
tt3038708,Iron Sky: The Coming Race,2019,93,"Action,Adventure,Comedy",5.0,11134.0,Timo Vuorensola,Dalan Musson,Lara Rossi
tt3040964,The Jungle Book,2016,106,"Adventure,Drama,Family",7.4,282981.0,Jon Favreau,Justin Marks,Neel Sethi
tt3042408,Who Am I - Kein System ist sicher,2014,102,"Crime,Drama,Mystery",7.5,59741.0,Baran bo Odar,Jantje Friese,Tom Schilling
tt3045616,Mortdecai,2015,107,"Action,Adventure,Comedy",5.5,74753.0,David Koepp,Eric Aronson,Johnny Depp
tt3062096,Inferno,2016,121,"Action,Adventure,Crime",6.2,181848.0,Ron Howard,Dan Brown,Tom Hanks
tt3063516,Bad Grandpa,2013,92,Comedy,6.5,96666.0,Jeff Tremaine,Johnny Knoxville,Johnny Knoxville
tt3064298,Man Up,2015,88,"Comedy,Drama,Romance",6.8,54754.0,Ben Palmer,Tess Morris,Lake Bell
tt3065204,The Conjuring 2,2016,134,"Horror,Mystery,Thriller",7.3,280893.0,James Wan,Chad Hayes,Vera Farmiga
tt3068194,Love & Friendship,2016,90,"Comedy,Drama,Romance",6.4,25663.0,Whit Stillman,Whit Stillman,Kate Beckinsale
tt3072482,Hardcore Henry,2015,96,"Action,Adventure,Sci-Fi",6.7,98507.0,Ilya Naishuller,Ilya Naishuller,Sharlto Copley
tt3076658,Creed,2015,133,"Action,Drama,Sport",7.6,295795.0,Ryan Coogler,Ryan Coogler,Michael B. Jordan
tt3077214,Suffragette,2015,106,"Drama,History",6.9,43354.0,Sarah Gavron,Abi Morgan,Carey Mulligan
tt3079380,Spy,2015,120,"Action,Comedy",7.0,249856.0,Paul Feig,Paul Feig,Melissa McCarthy
tt3083008,The Program,2015,99,"Biography,Drama,Sport",6.5,18282.0,Stephen Frears,John Hodge,Ben Foster
tt3086442,"Ich seh, Ich seh",2014,99,"Horror,Mystery,Thriller",6.7,56838.0,Severin Fiala,Veronika Franz,Lukas Schwarz
tt3095734,Monster Trucks,2016,104,"Action,Adventure,Comedy",5.6,17906.0,Chris Wedge,Derek Connolly,Lucas Till
tt3099498,Tusk,2014,102,"Comedy,Horror",5.3,58073.0,Kevin Smith,Kevin Smith,Justin Long
tt3100274,Manhattan Nocturne,2016,113,"Crime,Drama,Mystery",6.2,13351.0,Brian DeCubellis,Brian DeCubellis,Adrien Brody
tt3104988,Crazy Rich Asians,2018,120,"Comedy,Drama,Romance",6.9,179765.0,Jon M. Chu,Peter Chiarelli,Constance Wu
tt3108894,The Tender Bar,2021,106,Drama,6.7,30529.0,George Clooney,William Monahan,Ben Affleck
tt3110958,Now You See Me 2,2016,129,"Action,Adventure,Comedy",6.4,302285.0,Jon M. Chu,Ed Solomon,Jesse Eisenberg
tt3111426,Lost Girls,2020,95,"Crime,Drama,Mystery",6.1,23147.0,Liz Garbus,Robert Kolker,Amy Ryan
tt3118452,Circle,2015,87,"Drama,Horror,Mystery",6.0,60703.0,Aaron Hann,Aaron Hann,Allegra Masters
tt3120280,Sierra Burgess Is a Loser,2018,105,"Comedy,Drama,Romance",5.8,40097.0,Ian Samuels,Lindsey Beer,Shannon Purser
tt3125324,Beyond the Lights,2014,116,"Drama,Music,Romance",6.8,16960.0,Gina Prince-Bythewood,Gina Prince-Bythewood,Gugu Mbatha-Raw
tt3127022,The Bookshop,2017,113,Drama,6.5,16296.0,Isabel Coixet,Isabel Coixet,Emily Mortimer
tt3138782,Mucize,2015,136,"Comedy,Drama",7.6,13287.0,Mahsun Kirmizigül,Mahsun Kirmizigül,Talat Bulut
tt3140100,Fasandræberne,2014,119,"Crime,Drama,Mystery",7.1,24788.0,Mikkel Nørgaard,Nikolaj Arcel,Nikolaj Lie Kaas
tt3147312,Desierto,2015,88,"Action,Adventure,Drama",6.1,10295.0,Jonás Cuarón,Jonás Cuarón,Gael García Bernal
tt3148348,Let Us Prey,2014,92,"Horror,Thriller",5.8,10382.0,Brian O'Malley,Fiona Watson,Liam Cunningham
tt3148502,Tamasha,2015,139,"Comedy,Drama,Romance",7.3,29282.0,Imtiaz Ali,Imtiaz Ali,Deepika Padukone
tt3149038,X+Y,2014,111,"Drama,Romance",7.1,29734.0,Morgan Matthews,James Graham,Asa Butterfield
